protein_id	has_mip	num_tm	seq_length	reason
ref|XP_021975607.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021975822.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021976535.2|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021976701.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021976703.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021976704.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021976705.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021976707.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021976711.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021976792.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021976874.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021976886.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021976959.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021977040.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021977057.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021977631.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021977771.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021977943.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021977973.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021978356.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021978357.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021978401.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021978639.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021978740.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021978917.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021978965.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021978983.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021978991.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021978997.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021979246.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021979449.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021979539.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021979635.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021979651.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021979696.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021979702.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021980528.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021980611.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021981235.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021981381.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021981467.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021981468.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021981621.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021981622.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021981623.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021981624.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021981655.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021981818.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021981928.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021982403.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021982404.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021982501.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021982502.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021982646.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021982647.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021982739.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021982865.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021983023.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021983342.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021983600.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021983601.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021983602.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021983603.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021984107.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021984300.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021984447.2|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021984792.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021984815.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021984817.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021985751.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021985835.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021986237.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021986262.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021987114.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021987323.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021987456.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021987955.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021987957.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021988309.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021988603.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021988615.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021988667.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021988914.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021989521.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021989522.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021989532.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021989533.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021989684.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021989956.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021990076.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021990082.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021990227.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021990228.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021990465.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021990466.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021990471.2|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021990474.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021990674.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021992270.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021992271.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021992516.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021992657.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021992725.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021992949.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993243.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993249.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993250.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993251.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993253.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993254.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993255.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993378.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993406.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993673.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993674.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993675.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021993704.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994020.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994117.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994152.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994183.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994184.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994203.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994243.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994331.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994333.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994334.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994337.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994342.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994418.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994419.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994420.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994602.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994603.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994685.2|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994712.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994787.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021994996.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021995242.2|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021995922.2|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021996425.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021996622.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021996951.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021997121.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021997246.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021997414.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021997756.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021998290.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021998313.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021998481.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021998506.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021998507.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021998509.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021998510.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021998830.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021998897.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021999026.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021999168.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021999580.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021999582.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021999585.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_021999675.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022000179.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022000317.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022000435.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022000445.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022000474.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022000475.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022000865.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022000943.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022000957.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022000958.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022000959.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022000960.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022001031.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022001199.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022001648.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022001650.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022001721.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022002167.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022002168.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022002235.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022002236.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022002237.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022002249.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022002253.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022002256.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022002501.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022003311.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022005245.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022005299.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022005565.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022005615.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022005824.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022005825.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022005826.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022005838.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022005856.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022005989.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022005990.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022005993.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022006072.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022006074.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022006195.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022006482.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022006596.2|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022006731.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022006738.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022006751.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022006752.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022006800.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022006941.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022006982.2|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022007037.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022007155.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022007682.2|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022008157.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022008180.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022008740.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022008917.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022008992.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009157.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009224.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009300.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009310.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009415.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009438.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009469.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009544.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009545.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009902.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009903.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009904.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022009980.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022010247.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022010248.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022010249.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022010250.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022010251.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022010252.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022010692.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022010814.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022010861.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022011339.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022011345.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022011398.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022011576.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022011873.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022011874.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022011890.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022011936.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012100.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012102.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012151.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012312.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012325.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012326.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012327.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012328.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012362.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012363.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012442.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012443.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012599.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012600.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022012601.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022013061.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022013098.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022013406.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022013562.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022013601.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022014293.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022014304.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022014704.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022015081.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022015085.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022015089.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022015439.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022015599.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022015720.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022016074.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
ref|XP_022016243.1|	no	0	NA	no_MIP_domain;insufficient_TM_helices(0)
